120,-0.044,-0.142,-0.142,-0.579150579,-0.005340576,98.58752411
122,-0.043,-0.128,-0.128,-0.579150579,-0.003295898,98.58746621
124,-0.042,-0.096,-0.096,-0.579150579,0.000823975,98.58672335
126,-0.037,-0.053,-0.053,-0.627413127,-0.000457764,98.59064107
128,-0.011,-0.065,-0.065,-0.530888031,-0.00189209,98.59438392
130,0.049,-0.066,-0.066,-0.530888031,-0.00112915,98.59571542
132,0.142,-0.048,-0.048,-0.530888031,0.00112915,98.59363821
134,0.234,-0.044,-0.044,-0.482625483,0.004364014,98.591555
136,0.247,-0.001,-0.001,-0.530888031,0.005340576,98.58901
138,0.165,-0.023,-0.023,-0.530888031,0.004364014,98.59105348
140,0.028,-0.032,-0.032,-0.482625483,0.001403809,98.5937996
142,-0.1,-0.029,-0.029,-0.434362934,0.00177002,98.59702613
144,-0.17,-0.016,-0.016,-0.530888031,0.004638672,98.60008803
146,-0.182,-0.009,-0.009,-0.434362934,0.005981445,98.59762574
148,-0.153,-0.022,-0.022,-0.482625483,0.0050354,98.60063074
150,-0.114,0.007,0.007,-0.530888031,0.000946045,98.60192782
152,-0.086,0.031,0.031,-0.434362934,-0.001586914,98.59924284
154,-0.066,0.014,0.014,-0.482625483,0.001312256,98.59805361
156,-0.055,-0.046,-0.046,-0.482625483,0.000366211,98.59758562
158,-0.045,0.003,0.003,-0.530888031,0.003814697,98.59759122
160,-0.043,0.016,0.016,-0.482625483,0.001312256,98.59799693
162,-0.035,0.011,0.011,-0.482625483,0.001586914,98.59644839
164,-0.03,-0.022,-0.022,-0.482625483,0.000823975,98.59436269
166,-0.033,-0.021,-0.021,-0.482625483,0.000549316,98.59639797
168,-0.034,0.013,0.013,-0.530888031,0.00177002,98.60073876
170,-0.03,-0.011,-0.011,-0.530888031,0.00579834,98.6016805
172,-0.025,0.009,0.009,-0.579150579,0.003295898,98.60261141
174,-0.02,-0.005,-0.005,-0.482625483,0.001708984,98.60499872
176,-0.025,0.071,0.071,-0.482625483,0.000762939,98.60372515
178,-0.024,0.054,0.054,-0.579150579,0,98.60325786
180,-0.021,0.009,0.009,-0.530888031,0.002838135,98.60335161
182,-0.017,0.047,0.047,-0.579150579,0.004058838,98.60763872
184,-0.01,0.016,0.016,-0.482625483,0.001403809,98.6071466
186,-0.007,0.003,0.003,-0.482625483,0.000183105,98.60852095
188,-0.006,0.025,0.025,-0.482625483,0.000366211,98.60811459
190,-0.003,0.034,0.034,-0.482625483,0.002166748,98.60865233
192,-0.001,0.013,0.013,-0.482625483,0.004638672,98.60406466
194,-0.004,0.007,0.007,-0.434362934,0.003601074,98.60708668
196,0,-0.041,-0.041,-0.579150579,0.000549316,98.6088018
198,0,-0.025,-0.025,-0.530888031,0,98.60580507
200,0,0.054,0.054,-0.579150579,0.000640869,98.60095094
202,0.002,0.006,0.006,-0.530888031,0.004364014,98.6035826
204,0.002,-0.043,-0.043,-0.530888031,0.00177002,98.60425771
206,0.005,-0.02,-0.02,-0.482625483,0.004577637,98.60579985
208,0.004,0.066,0.066,-0.530888031,-0.000244141,98.60714726
210,0.005,0.043,0.043,-0.530888031,-0.000244141,98.60949056
212,0.003,0.028,0.028,-0.482625483,-0.001403809,98.61336382
214,0.004,0.047,0.047,-0.530888031,0.000366211,98.61502291
216,0.005,0.068,0.068,-0.386100386,0.002075195,98.61122966
218,0.006,0.054,0.054,-0.530888031,0.007049561,98.61336702
220,0.005,-0.029,-0.029,-0.434362934,0.004364014,98.61283929
222,0.002,0.033,0.033,-0.482625483,0.002349854,98.61424911
224,0.002,0.015,0.015,-0.530888031,-0.000823975,98.61573807
226,0.001,0.027,0.027,-0.482625483,0.002471924,98.61752183
228,0.002,-0.04,-0.04,-0.530888031,0.002288818,98.6131101
230,0.001,0.007,0.007,-0.434362934,0.003997803,98.61034964
232,0.002,-0.009,-0.009,-0.627413127,0.000244141,98.60702945
234,0.006,-0.043,-0.043,-0.530888031,0.001220703,98.61131474
236,0.011,-0.052,-0.052,-0.482625483,0.002075195,98.61146705
238,0.007,0.003,0.003,-0.579150579,0.002166748,98.61320069
240,0.007,0.025,0.025,-0.482625483,0.003234863,98.61487869
242,0.007,0.014,0.014,-0.627413127,0.015716553,98.61069331
244,0.007,-0.017,-0.017,-0.482625483,-0.034698486,98.60794404
246,0.006,0.006,0.006,-0.530888031,0.001403809,98.60578593
248,0.007,-0.019,-0.019,-0.482625483,0.09942627,98.60992357
250,0.005,-0.04,-0.04,-0.482625483,0.068908691,98.60721459
252,-0.003,-0.01,-0.01,-0.579150579,-0.185180664,98.60470079
254,-0.008,-0.054,-0.054,-0.482625483,-0.303131104,98.6064637
256,-0.016,0.035,0.035,-0.530888031,0.337982178,98.6079486
258,-0.022,-0.039,-0.039,-0.579150579,0.38659668,98.60998537
260,-0.028,-0.017,-0.017,-0.434362934,-0.212280273,98.61335641
262,-0.028,0.013,0.013,-0.579150579,-0.380889893,98.61562936
264,-0.029,-0.016,-0.016,-0.434362934,-0.164276123,98.61082371
266,-0.035,-0.008,-0.008,-0.530888031,0.19052124,98.61166117
268,-0.038,-0.057,-0.057,-0.530888031,0.423217773,98.61586994
270,-0.035,-0.055,-0.055,-0.530888031,0.294372559,98.61178672
272,-0.032,-0.01,-0.01,-0.530888031,-0.071502686,98.61233233
274,-0.036,-0.035,-0.035,-0.482625483,-0.416931152,98.61664035
276,-0.033,-0.004,-0.004,-0.482625483,-0.435699463,98.61363488
278,-0.031,0,0,-0.434362934,-0.189575195,98.61388808
280,-0.027,0.039,0.039,-0.482625483,0.139312744,98.61015547
282,-0.027,0.03,0.03,-0.482625483,0.399200439,98.61264274
284,-0.026,-0.077,-0.077,-0.482625483,0.431518555,98.61078943
286,-0.026,-0.055,-0.055,-0.434362934,0.247192383,98.60766117
288,-0.025,0.027,0.027,-0.434362934,-0.046325684,98.61246512
290,-0.024,0.003,0.003,-0.386100386,-0.296264648,98.61459339
292,-0.026,-0.058,-0.058,-0.530888031,-0.37677002,98.61784989
294,-0.027,-0.018,-0.018,-0.530888031,-0.251556396,98.61968209
296,-0.025,0.011,0.011,-0.530888031,-0.03326416,98.62157611
298,-0.026,-0.053,-0.053,-0.579150579,0.156280518,98.62188487
300,-0.027,-0.049,-0.049,-0.530888031,0.217315674,98.61877341
302,-0.028,-0.007,-0.007,-0.530888031,0.157226563,98.61870356
304,-0.025,0.024,0.024,-0.530888031,0.052062988,98.61929896
306,-0.022,-0.019,-0.019,-0.482625483,-0.027526855,98.62258176
308,-0.02,-0.04,-0.04,-0.530888031,-0.048309326,98.61961045
310,-0.025,-0.026,-0.026,-0.434362934,-0.027526855,98.61988791
312,-0.026,-0.016,-0.016,-0.579150579,-0.004455566,98.62296602
314,-0.026,-0.043,-0.043,-0.434362934,-0.004760742,98.62151707
316,-0.032,-0.058,-0.058,-0.579150579,-0.016967773,98.62199462
318,-0.034,-0.007,-0.007,-0.482625483,-0.026184082,98.624169
320,-0.034,-0.039,-0.039,-0.627413127,-0.022003174,98.62119412
322,-0.039,-0.007,-0.007,-0.482625483,-0.00112915,98.62263169
324,-0.04,-0.098,-0.098,-0.627413127,0.013214111,98.61763258
326,-0.039,-0.075,-0.075,-0.482625483,0.018676758,98.61776435
328,-0.04,0.016,0.016,-0.579150579,0.013793945,98.61846264
330,-0.041,-0.043,-0.043,-0.530888031,0.007324219,98.61353301
332,-0.042,-0.043,-0.043,-0.482625483,0.007049561,98.61745773
334,-0.045,-0.045,-0.045,-0.482625483,0.007049561,98.62078967
336,-0.047,-0.025,-0.025,-0.482625483,0.011138916,98.62354132
338,-0.047,-0.052,-0.052,-0.530888031,0.007049561,98.62642268
340,-0.047,-0.065,-0.065,-0.530888031,0.001983643,98.62515898
342,-0.048,-0.033,-0.033,-0.530888031,-0.003814697,98.62168209
344,-0.048,-0.047,-0.047,-0.627413127,-0.001983643,98.6202047
346,-0.047,-0.011,-0.011,-0.530888031,-0.005340576,98.62165568
348,-0.047,-0.073,-0.073,-0.579150579,-0.000549316,98.62597504
350,-0.048,-0.023,-0.023,-0.530888031,0.001525879,98.62190825
352,-0.047,-0.042,-0.042,-0.482625483,-0.000183105,98.62429603
354,-0.047,-0.055,-0.055,-0.627413127,-0.000183105,98.61984871
356,-0.047,-0.066,-0.066,-0.530888031,-0.00100708,98.62242029
358,-0.047,-0.044,-0.044,-0.386100386,0.000183105,98.62205518
360,-0.046,-0.044,-0.044,-0.579150579,0.006103516,98.61750523
362,-0.047,-0.055,-0.055,-0.386100386,0.004638672,98.62092552
364,-0.05,-0.047,-0.047,-0.434362934,0.002746582,98.61757264
366,-0.05,-0.016,-0.016,-0.530888031,0.000762939,98.61372338
368,-0.051,0.009,0.009,-0.434362934,0.002166748,98.61143899
370,-0.051,-0.02,-0.02,-0.530888031,-0.001312256,98.60958285
372,-0.047,-0.036,-0.036,-0.482625483,0.003692627,98.61064375
374,-0.044,-0.023,-0.023,-0.482625483,-0.000823975,98.61241841
376,-0.049,-0.048,-0.048,-0.434362934,0.001525879,98.61729484
378,-0.057,-0.07,-0.07,-0.482625483,0.001708984,98.62222744
380,-0.053,-0.057,-0.057,-0.482625483,0.002929688,98.62480281
382,-0.048,-0.063,-0.063,-0.434362934,-6.10E-05,98.6225534
384,-0.047,0.002,0.002,-0.482625483,0.002929688,98.62709354
386,-0.051,-0.055,-0.055,-0.434362934,0.00112915,98.62620436
388,-0.056,-0.035,-0.035,-0.434362934,0.001525879,98.6233706
390,-0.056,-0.021,-0.021,-0.530888031,0.000823975,98.6246619
392,-0.056,-0.037,-0.037,-0.482625483,0.001220703,98.61981059
394,-0.057,-0.053,-0.053,-0.530888031,0.003601074,98.61524359
396,-0.056,-0.084,-0.084,-0.482625483,0.007324219,98.61204621
398,-0.056,-0.033,-0.033,-0.482625483,0.001983643,98.60905086
400,-0.056,-0.016,-0.016,-0.434362934,-0.000823975,98.61124443
402,-0.056,-0.017,-0.017,-0.482625483,6.10E-05,98.61067311
404,-0.056,-0.021,-0.021,-0.482625483,0.004577637,98.61412804
406,-0.057,0.009,0.009,-0.482625483,0.003997803,98.61302594
408,-0.055,0.012,0.012,-0.434362934,0.001525879,98.61640146
410,-0.057,-0.008,-0.008,-0.482625483,-0.002075195,98.61888565
412,-0.053,-0.066,-0.066,-0.482625483,-0.00189209,98.61972426
414,-0.048,-0.047,-0.047,-0.482625483,0.000457764,98.61632999
416,-0.047,-0.032,-0.032,-0.530888031,0.002288818,98.61661839
418,-0.044,-0.034,-0.034,-0.434362934,0.00100708,98.6162451
420,-0.044,-0.034,-0.034,-0.530888031,0.006164551,98.61504054
422,-0.044,-0.094,-0.094,-0.482625483,0.006469727,98.61097284
424,-0.042,0.002,0.002,-0.482625483,0.001983643,98.6085643
426,-0.035,-0.036,-0.036,-0.530888031,0,98.60692266
428,-0.028,-0.092,-0.092,-0.579150579,0.001220703,98.60567378
430,-0.021,-0.076,-0.076,-0.530888031,0.00100708,98.60213638
432,-0.01,-0.065,-0.065,-0.530888031,0.006561279,98.60030408
434,-0.01,-0.072,-0.072,-0.530888031,0.003875732,98.59811633
436,-0.02,-0.114,-0.114,-0.530888031,0.00189209,98.60131757
438,-0.029,-0.104,-0.104,-0.530888031,0.002838135,98.59973847
440,-0.036,0,0,-0.579150579,0.003692627,98.60345849
442,-0.042,-0.028,-0.028,-0.482625483,0.000457764,98.60113878
444,-0.047,-0.06,-0.06,-0.579150579,-0.000762939,98.6038931
446,-0.054,-0.04,-0.04,-0.530888031,-0.000946045,98.60498519
448,-0.064,-0.059,-0.059,-0.482625483,0.003234863,98.60016488
450,-0.069,-0.023,-0.023,-0.530888031,0.004364014,98.60217999
452,-0.069,-0.086,-0.086,-0.434362934,0.003295898,98.59733752
454,-0.066,-0.09,-0.09,-0.482625483,0.001983643,98.59917645
456,-0.069,-0.059,-0.059,-0.482625483,0.00112915,98.60295546
458,-0.072,-0.068,-0.068,-0.482625483,0.003601074,98.60227352
460,-0.073,-0.034,-0.034,-0.482625483,0.003234863,98.60358695
462,-0.07,0.115,0.115,-0.482625483,0.000457764,98.60444736
464,-0.07,0.228,0.228,-0.530888031,0.00177002,98.60172147
466,-0.072,0.332,0.332,-0.434362934,0.002166748,98.60456802
468,-0.072,0.196,0.196,-0.434362934,0.005126953,98.60244438
470,-0.072,0.043,0.043,-0.434362934,0.003051758,98.60668814
472,-0.072,-0.035,-0.035,-0.482625483,0.000640869,98.60467289
474,-0.073,-0.169,-0.169,-0.434362934,0.001586914,98.60503592
476,-0.072,-0.212,-0.212,-0.434362934,0.002075195,98.6033724
478,-0.072,-0.235,-0.235,-0.434362934,0.005981445,98.60074534
480,-0.073,-0.12,-0.12,-0.482625483,0.002532959,98.60119773
482,-0.067,-0.085,-0.085,-0.482625483,0.000183105,98.59727459
484,-0.053,-0.105,-0.105,-0.530888031,0.000823975,98.59364614
486,-0.001,-0.117,-0.117,-0.482625483,0.001312256,98.58959041
488,0.081,-0.026,-0.026,-0.579150579,0.001525879,98.58769925
490,0.183,-0.069,-0.069,-0.482625483,0.003112793,98.59082561
492,0.239,-0.09,-0.09,-0.579150579,0.002471924,98.59096119
494,0.198,-0.064,-0.064,-0.530888031,0.003112793,98.59462595
496,0.079,-0.056,-0.056,-0.530888031,0.000183105,98.59943083
498,-0.072,-0.038,-0.038,-0.530888031,0,98.59769735
500,-0.18,-0.1,-0.1,-0.530888031,0.003295898,98.59489352
502,-0.218,-0.052,-0.052,-0.530888031,0.004943848,98.59507576
504,-0.2,-0.004,-0.004,-0.530888031,0.002655029,98.59360582
506,-0.161,-0.007,-0.007,-0.530888031,0.002075195,98.59720059
508,-0.128,-0.085,-0.085,-0.530888031,0.001312256,98.5948008
510,-0.103,-0.067,-0.067,-0.579150579,0.002655029,98.59823801
512,-0.085,-0.02,-0.02,-0.579150579,0.002838135,98.59906602
514,-0.079,-0.045,-0.045,-0.579150579,0.003692627,98.60126008
516,-0.073,-0.096,-0.096,-0.579150579,0.000823975,98.59969531
518,-0.066,-0.015,-0.015,-0.627413127,0.000183105,98.59478805
520,-0.062,0.015,0.015,-0.675675676,-0.000244141,98.59171252
522,-0.062,-0.002,-0.002,-0.579150579,0,98.5917864
524,-0.064,-0.092,-0.092,-0.675675676,6.10E-05,98.58702882
526,-0.058,-0.066,-0.066,-0.579150579,0.003295898,98.58752923
528,-0.053,-0.027,-0.027,-0.627413127,0.002166748,98.58529107
530,-0.057,-0.044,-0.044,-0.579150579,0.003295898,98.58725348
532,-0.059,-0.017,-0.017,-0.482625483,0.002746582,98.59106701
534,-0.058,-0.007,-0.007,-0.530888031,0.00112915,98.58631382
536,-0.055,-0.026,-0.026,-0.482625483,0.00112915,98.58472589
538,-0.047,-0.036,-0.036,-0.530888031,0.003692627,98.58393995
540,-0.051,-0.043,-0.043,-0.482625483,0.00177002,98.57974006
542,-0.05,-0.057,-0.057,-0.530888031,0.001983643,98.5755336
544,-0.05,-0.008,-0.008,-0.482625483,-0.000244141,98.57125736
546,-0.047,0.027,0.027,-0.434362934,0.001983643,98.57526077
548,-0.044,-0.043,-0.043,-0.482625483,0.002288818,98.57995385
550,-0.041,-0.065,-0.065,-0.530888031,0.002655029,98.57886692
552,-0.037,-0.032,-0.032,-0.482625483,0.00112915,98.57700277
554,-0.032,-0.059,-0.059,-0.386100386,0.002838135,98.57753591
556,-0.032,-0.083,-0.083,-0.482625483,0.003234863,98.58045639
558,-0.032,-0.064,-0.064,-0.434362934,0.004180908,98.58343953
560,-0.034,0.034,0.034,-0.434362934,0.00177002,98.58707211
562,-0.034,0.015,0.015,-0.482625483,0.003875732,98.59005174
564,-0.032,-0.082,-0.082,-0.386100386,0.001708984,98.5851155
566,-0.032,-0.009,-0.009,-0.434362934,0.001220703,98.58931451
568,-0.034,-0.026,-0.026,-0.434362934,0.001312256,98.58449414
570,-0.033,0.001,0.001,-0.482625483,0.003692627,98.5797883
572,-0.031,-0.071,-0.071,-0.386100386,0.003234863,98.58190282
574,-0.033,-0.058,-0.058,-0.482625483,0.00177002,98.58228696
576,-0.034,0.025,0.025,-0.530888031,0.00112915,98.58253285
578,-0.034,-0.003,-0.003,-0.482625483,0.003509521,98.58255525
580,-0.032,-0.04,-0.04,-0.579150579,0.016967773,98.57821197
582,-0.034,-0.002,-0.002,-0.482625483,-0.02822876,98.57551238
584,-0.036,0.021,0.021,-0.579150579,-0.067016602,98.57168278
586,-0.034,0.006,0.006,-0.530888031,0.170318604,98.57658049
588,-0.032,-0.045,-0.045,-0.530888031,0.16784668,98.57228566
590,-0.032,-0.052,-0.052,-0.579150579,-0.180053711,98.56788589
592,-0.032,0.008,0.008,-0.482625483,-0.641235352,98.56950167
594,-0.029,-0.02,-0.02,-0.579150579,0.165802002,98.56794224
596,-0.024,-0.113,-0.113,-0.530888031,0.725036621,98.56422738
598,-0.024,-0.095,-0.095,-0.627413127,0.101074219,98.56559873
600,-0.027,-0.056,-0.056,-0.579150579,-0.354248047,98.56806361
602,-0.024,-0.075,-0.075,-0.627413127,-0.72555542,98.57111629
604,-0.025,-0.057,-0.057,-0.627413127,-0.121368408,98.56880656
606,-0.026,-0.091,-0.091,-0.675675676,0.445922852,98.56814636
608,-0.028,-0.037,-0.037,-0.627413127,0.615112305,98.56716442
610,-0.034,-0.007,-0.007,-0.627413127,0.310211182,98.56824585
612,-0.042,-0.038,-0.038,-0.579150579,0.104705811,98.57094672
614,-0.045,-0.045,-0.045,-0.627413127,-0.424438477,98.57535796
616,-0.053,-0.032,-0.032,-0.530888031,-0.609954834,98.57167261
618,-0.058,-0.077,-0.077,-0.482625483,-0.430847168,98.56922983
620,-0.062,-0.053,-0.053,-0.482625483,-0.073120117,98.56801294
622,-0.065,-0.064,-0.064,-0.530888031,0.305053711,98.5729503
624,-0.067,-0.029,-0.029,-0.530888031,0.578369141,98.57135981
626,-0.066,-0.064,-0.064,-0.530888031,0.563049316,98.57535533
628,-0.07,-0.037,-0.037,-0.579150579,0.254516602,98.57273015
630,-0.071,-0.038,-0.038,-0.530888031,-0.188446045,98.56993016
632,-0.068,0.008,0.008,-0.530888031,-0.496368408,98.57484092
634,-0.066,-0.024,-0.024,-0.530888031,-0.668121338,98.57935197
636,-0.062,-0.038,-0.038,-0.530888031,-0.191558838,98.58073414
638,-0.061,-0.049,-0.049,-0.434362934,-0.077056885,98.58077545
640,-0.061,-0.041,-0.041,-0.530888031,0.304962158,98.57935663
642,-0.062,-0.043,-0.043,-0.434362934,0.262054443,98.58204116
644,-0.06,-0.105,-0.105,-0.482625483,0.22277832,98.58488478
646,-0.057,-0.052,-0.052,-0.434362934,0.09753418,98.58017397
648,-0.054,-0.046,-0.046,-0.386100386,-0.044311523,98.57569838
650,-0.054,-0.037,-0.037,-0.434362934,-0.116210938,98.57393257
652,-0.055,-0.067,-0.067,-0.386100386,-0.09085083,98.57692943
654,-0.056,-0.062,-0.062,-0.386100386,-0.022369385,98.57823173
656,-0.053,-0.004,-0.004,-0.482625483,0.027832031,98.58305971
658,-0.052,-0.078,-0.078,-0.386100386,0.030212402,98.5796422
660,-0.052,-0.082,-0.082,-0.386100386,-0.00100708,98.58080897
662,-0.049,-0.074,-0.074,-0.434362934,-0.030883789,98.57889614
664,-0.049,-0.002,-0.002,-0.434362934,-0.039367676,98.57474692
666,-0.053,-0.031,-0.031,-0.434362934,-0.019897461,98.57851522
668,-0.056,-0.125,-0.125,-0.434362934,0.007049561,98.57942223
670,-0.06,-0.033,-0.033,-0.482625483,0.021057129,98.57745347
672,-0.06,-0.063,-0.063,-0.530888031,0.022125244,98.57413417
674,-0.063,-0.084,-0.084,-0.482625483,0.012084961,98.57253293
676,-0.064,-0.101,-0.101,-0.579150579,0.006866455,98.5682074
678,-0.064,-0.05,-0.05,-0.482625483,0.008575439,98.56974229
680,-0.063,-0.011,-0.011,-0.627413127,0.012268066,98.56718515
682,-0.064,-0.082,-0.082,-0.530888031,0.010925293,98.56976433
684,-0.067,-0.064,-0.064,-0.579150579,0.003997803,98.56775447
686,-0.069,-0.082,-0.082,-0.579150579,-0.003112793,98.56694263
688,-0.071,-0.045,-0.045,-0.579150579,-0.006469727,98.56250095
690,-0.072,-0.049,-0.049,-0.530888031,-0.004272461,98.55780951
692,-0.074,-0.063,-0.063,-0.627413127,-0.001403809,98.55467531
694,-0.078,-0.045,-0.045,-0.579150579,-0.001220703,98.55238437
696,-0.077,-0.074,-0.074,-0.627413127,0.001403809,98.5480468
698,-0.078,-0.031,-0.031,-0.579150579,-0.000823975,98.54638174
700,-0.077,-0.113,-0.113,-0.675675676,0.002288818,98.5418808
702,-0.077,-0.106,-0.106,-0.579150579,0.001708984,98.53789388
704,-0.077,-0.029,-0.029,-0.530888031,0.004180908,98.53361258
706,-0.078,-0.027,-0.027,-0.579150579,0.002349854,98.53765771
708,-0.078,-0.061,-0.061,-0.434362934,0.003417969,98.53577569
710,-0.078,-0.082,-0.082,-0.579150579,0.003814697,98.53669338
712,-0.078,-0.017,-0.017,-0.579150579,0.002166748,98.53546963
714,-0.077,-0.068,-0.068,-0.482625483,0.004180908,98.53998527
716,-0.078,-0.106,-0.106,-0.627413127,0.003601074,98.54240922
718,-0.076,-0.065,-0.065,-0.482625483,0.001220703,98.54628015
720,-0.077,-0.04,-0.04,-0.434362934,0.001312256,98.54726911
722,-0.077,-0.027,-0.027,-0.434362934,0.000549316,98.54916541
724,-0.077,-0.107,-0.107,-0.434362934,0.003509521,98.54807658
726,-0.077,-0.06,-0.06,-0.482625483,0.00177002,98.54530931
728,-0.077,-0.056,-0.056,-0.482625483,0.004577637,98.54162191
730,-0.077,-0.082,-0.082,-0.530888031,0.00100708,98.5383467
732,-0.078,-0.069,-0.069,-0.434362934,0.001586914,98.54273268
734,-0.078,-0.092,-0.092,-0.530888031,-0.002075195,98.5380775
736,-0.076,-0.004,-0.004,-0.386100386,0.00112915,98.54187307
738,-0.078,-0.052,-0.052,-0.434362934,0.003112793,98.54209634
740,-0.078,-0.089,-0.089,-0.434362934,0.001403809,98.54517881
742,-0.078,-0.1,-0.1,-0.482625483,0.002166748,98.54465461
744,-0.078,-0.044,-0.044,-0.337837838,0.003601074,98.54312
746,-0.076,-0.041,-0.041,-0.434362934,0.004180908,98.54569151
748,-0.076,-0.116,-0.116,-0.482625483,0.002075195,98.54429364
750,-0.078,-0.042,-0.042,-0.482625483,0.004455566,98.5448597
752,-0.076,-0.02,-0.02,-0.482625483,0.002471924,98.54874692
754,-0.074,-0.033,-0.033,-0.482625483,-0.000244141,98.55214856
756,-0.073,-0.093,-0.093,-0.482625483,-6.10E-05,98.54958883
758,-0.071,-0.085,-0.085,-0.530888031,-6.10E-05,98.54894501
760,-0.076,-0.04,-0.04,-0.386100386,0.002838135,98.55223054
762,-0.074,-0.039,-0.039,-0.530888031,0.004180908,98.54875757
764,-0.076,-0.094,-0.094,-0.434362934,0.006286621,98.55133711
766,-0.076,-0.024,-0.024,-0.530888031,0.001403809,98.5551022
768,-0.076,0.047,0.047,-0.530888031,0.003051758,98.55512343
770,-0.077,0.007,0.007,-0.482625483,0.000762939,98.5558261
772,-0.076,-0.059,-0.059,-0.627413127,-0.000244141,98.55934092
774,-0.068,-0.066,-0.066,-0.530888031,0.002838135,98.56418735
776,-0.064,-0.005,-0.005,-0.627413127,0.003875732,98.56708948
778,-0.063,-0.06,-0.06,-0.723938224,0.002746582,98.56559631
780,-0.064,-0.073,-0.073,-0.482625483,0.001586914,98.56561536
782,-0.064,-0.044,-0.044,-0.675675676,0.001312256,98.56316748
784,-0.063,-0.006,-0.006,-0.530888031,0.001220703,98.5632662
786,-0.058,-0.028,-0.028,-0.627413127,0.001525879,98.5590524
