Time,ECG Lead1,ECG Lead2,ECG Lead 3,BP1,Heart Beat,Temp 
686,0.294772922,0.248344371,1.517395183,-0.579150579,-0.003112793,98.56694263
688,0.289631534,0.25,1.518287244,-0.579150579,-0.006469727,98.56250095
690,0.305055698,0.253311258,1.506690455,-0.530888031,-0.004272461,98.55780951
692,0.281919452,0.248344371,1.51293488,-0.627413127,-0.001403809,98.55467531
694,0.279348757,0.243377483,1.516503122,-0.579150579,-0.001220703,98.55238437
696,0.296486718,0.252483444,1.507582516,-0.627413127,0.001403809,98.5480468
698,0.28277635,0.255794702,1.515611062,-0.579150579,-0.000823975,98.54638174
700,0.28277635,0.260761589,1.528991971,-0.675675676,0.002288818,98.5418808
702,0.298200514,0.265728477,1.522747547,-0.579150579,0.001708984,98.53789388
704,0.279348757,0.269039735,1.524531668,-0.530888031,0.004180908,98.53361258
706,0.272493573,0.267384106,1.536128457,-0.579150579,0.002349854,98.53765771
708,0.284490146,0.267384106,1.531668153,-0.434362934,0.003417969,98.53577569
710,0.270779777,0.266556291,1.536128457,-0.579150579,0.003814697,98.53669338
712,0.267352185,0.268211921,1.552185549,-0.579150579,0.002166748,98.53546963
714,0.272493573,0.26986755,1.545049063,-0.482625483,0.004180908,98.53998527
716,0.251928021,0.265728477,1.551293488,-0.627413127,0.003601074,98.54240922
718,0.244215938,0.264900662,1.561106155,-0.482625483,0.001220703,98.54628015
720,0.252784919,0.274834437,1.558429973,-0.434362934,0.001312256,98.54726911
722,0.240788346,0.273178808,1.561106155,-0.434362934,0.000549316,98.54916541
724,0.22193659,0.274006623,1.573595004,-0.434362934,0.003509521,98.54807658
726,0.228791774,0.276490066,1.566458519,-0.482625483,0.00177002,98.54530931
728,0.214224507,0.276490066,1.570918822,-0.482625483,0.004577637,98.54162191
730,0.193658955,0.268211921,1.582515611,-0.530888031,0.00100708,98.5383467
732,0.209083119,0.276490066,1.572702944,-0.434362934,0.001586914,98.54273268
734,0.187660668,0.275662252,1.58073149,-0.530888031,-0.002075195,98.5380775
736,0.171379606,0.275662252,1.586975914,-0.386100386,0.00112915,98.54187307
738,0.179948586,0.276490066,1.584299732,-0.434362934,0.003112793,98.54209634
740,0.159383033,0.271523179,1.589652096,-0.434362934,0.001403809,98.54517881
742,0.135389889,0.271523179,1.603033006,-0.482625483,0.002166748,98.54465461
744,0.149100257,0.316225166,1.642283675,-0.337837838,0.003601074,98.54312
746,0.119965724,0.368377483,1.735057984,-0.434362934,0.004180908,98.54569151
748,0.120822622,0.401490066,1.787689563,-0.482625483,0.002075195,98.54429364
750,0.12596401,0.386589404,1.79750223,-0.482625483,0.004455566,98.5448597
752,0.093401885,0.392384106,1.66190901,-0.482625483,0.002471924,98.54874692
754,0.095972579,0.44205298,1.603033006,-0.482625483,-0.000244141,98.55214856
756,0.114824336,0.43294702,1.570918822,-0.482625483,-6.10352E-05,98.54958883
758,0.1302485,0.438741722,1.549509367,-0.530888031,-6.10352E-05,98.54894501
760,0.11311054,0.412251656,1.565566459,-0.386100386,0.002838135,98.55223054
762,0.095115681,0.481788079,1.631578947,-0.530888031,0.004180908,98.54875757
764,-0.002570694,0.596854305,2.398751115,-0.434362934,0.006286621,98.55133711
766,0.066838046,0.909768212,2.144513827,-0.530888031,0.001403809,98.5551022
768,0.525278492,1.882450331,0.63514719,-0.530888031,0.003051758,98.55512343
770,1.075407027,1.216887417,-0.073148974,-0.482625483,0.000762939,98.5558261
772,0.775492716,-0.108443709,-0.455842997,-0.627413127,-0.000244141,98.55934092
774,0.453299057,-0.42384106,0.435325602,-0.530888031,0.002838135,98.56418735
776,0.199657241,-0.392384106,0.995539697,-0.627413127,0.003875732,98.56708948
778,0.035132819,-0.267384106,1.362176628,-0.723938224,0.002746582,98.56559631
780,-0.077977721,-0.119205298,1.532560214,-0.482625483,0.001586914,98.56561536
782,-0.149100257,-0.031456954,1.592328278,-0.675675676,0.001312256,98.56316748
784,-0.208226221,-0.046357616,1.6485281,-0.530888031,0.001220703,98.5632662
786,-0.218508997,-0.034768212,1.666369313,-0.627413127,0.001525879,98.5590524
788,-0.232219366,-0.033940397,1.654772525,-0.627413127,0.002349854,98.55461139
790,-0.261353899,-0.039735099,1.682426405,-0.482625483,0.002838135,98.55596127
792,-0.257069409,-0.038907285,1.681534344,-0.579150579,0.001220703,98.5571303
794,-0.276778063,-0.028145695,1.67618198,-0.482625483,0.00177002,98.55294504
796,-0.307626392,-0.038907285,1.687778769,-0.579150579,0.000823975,98.55404024
798,-0.29562982,-0.023178808,1.690454951,-0.530888031,0.004638672,98.55448695
800,-0.307626392,-0.017384106,1.685102587,-0.530888031,0.004577637,98.55804617
802,-0.330762639,-0.017384106,1.692239072,-0.579150579,0.004364014,98.55947306
804,-0.321336761,-0.012417219,1.692239072,-0.434362934,0.001403809,98.55718939
806,-0.323050557,-0.003311258,1.691347012,-0.482625483,6.10352E-05,98.5532569
808,-0.335047129,0.004966887,1.7029438,-0.434362934,0.002166748,98.54886203
810,-0.324764353,0.008278146,1.707404103,-0.434362934,0.003875732,98.55008086
812,-0.329905741,0.021523179,1.717216771,-0.482625483,0.013977051,98.55207156
814,-0.35218509,0.019039735,1.727029438,-0.482625483,-0.03012085,98.54982096
816,-0.340188518,0.029801325,1.738626227,-0.482625483,-0.005340576,98.54904065
818,-0.357326478,0.014072848,1.747546833,-0.386100386,0.097076416,98.54769888
820,-0.389888603,0.024006623,1.781445138,-0.482625483,0.074066162,98.54352047
822,-0.375321337,0.013245033,1.799286351,-0.434362934,-0.16885376,98.53921817
824,-0.386461011,-0.005794702,1.818019625,-0.482625483,-0.317077637,98.53542706
826,-0.427592117,-0.030629139,1.871543265,-0.434362934,0.310699463,98.53720559
828,-0.41302485,-0.050496689,1.897413024,-0.434362934,0.39642334,98.53439496
830,-0.413881748,-0.069536424,1.928635147,-0.386100386,-0.182220459,98.53176775
832,-0.431019709,-0.091059603,1.963425513,-0.482625483,-0.38269043,98.5268541
834,-0.418166238,-0.110927152,1.971454059,-0.434362934,-0.177825928,98.52912521
836,-0.414738646,-0.125,1.971454059,-0.530888031,0.167327881,98.52973556
838,-0.424164524,-0.146523179,1.97234612,-0.386100386,0.417510986,98.53025528
840,-0.418166238,-0.149006623,1.966993756,-0.482625483,0.305419922,98.53267782
842,-0.380462725,-0.13410596,1.941123996,-0.434362934,-0.049468994,98.53592415
844,-0.399314482,-0.138245033,1.927743087,-0.530888031,-0.401550293,98.5348581
846,-0.371893745,-0.108443709,1.893844781,-0.434362934,-0.441436768,98.53121753
848,-0.362467866,-0.087748344,1.853702052,-0.482625483,-0.207763672,98.52817496
850,-0.384747215,-0.072847682,1.828724353,-0.482625483,0.124237061,98.53037796
852,-0.371893745,-0.043874172,1.804638715,-0.482625483,0.388336182,98.53207431
854,-0.365895458,-0.017384106,1.762711864,-0.482625483,0.432006836,98.5276728
856,-0.40445587,-0.009933775,1.752007136,-0.482625483,0.25680542,98.52651557
858,-0.395029991,0.026490066,1.724353256,-0.530888031,-0.027069092,98.52642793
860,-0.402742074,0.050496689,1.707404103,-0.579150579,-0.2862854,98.52916955
862,-0.438731791,0.071192053,1.700267618,-0.579150579,-0.374603271,98.52564766
864,-0.447300771,0.085264901,1.692239072,-0.627413127,-0.262817383,98.525503
866,-0.443873179,0.113410596,1.677074041,-0.579150579,-0.044250488,98.52122135
868,-0.479005998,0.134933775,1.685102587,-0.627413127,0.147796631,98.52409578
870,-0.48243359,0.148178808,1.677074041,-0.579150579,0.219512939,98.5230331
872,-0.47386461,0.168874172,1.673505798,-0.579150579,0.16192627,98.52039472
874,-0.496143959,0.185430464,1.679750223,-0.530888031,0.057769775,98.51620039
876,-0.488431877,0.20281457,1.683318466,-0.579150579,-0.023834229,98.51199044
878,-0.481576692,0.21192053,1.677966102,-0.434362934,-0.04699707,98.51626473
880,-0.509854327,0.219370861,1.681534344,-0.579150579,-0.02935791,98.51331188
882,-0.502999143,0.234271523,1.685102587,-0.530888031,-0.007873535,98.51787769
884,-0.497857755,0.24089404,1.669937556,-0.579150579,-0.006561279,98.51627511
886,-0.523564696,0.233443709,1.681534344,-0.530888031,-0.016571045,98.52087477
888,-0.51756641,0.235099338,1.687778769,-0.482625483,-0.02923584,98.51930623
890,-0.497000857,0.249172185,1.679750223,-0.530888031,-0.021148682,98.51494046
892,-0.52613539,0.269039735,1.704727921,-0.434362934,-0.003295898,98.51606519
894,-0.524421594,0.312086093,1.799286351,-0.482625483,0.013793945,98.51662133
896,-0.497000857,0.348509934,1.843889384,-0.482625483,0.014373779,98.52068583
898,-0.499571551,0.359271523,1.876895629,-0.482625483,0.011810303,98.51769808
900,-0.519280206,0.365066225,1.852809991,-0.530888031,0.006347656,98.52057502
902,-0.494430163,0.399006623,1.694915254,-0.434362934,0.006744385,98.51905221
904,-0.497857755,0.400662252,1.644959857,-0.579150579,0.008636475,98.52377372
906,-0.471293916,0.393211921,1.622658341,-0.482625483,0.010375977,98.52713424
908,-0.455012853,0.378311258,1.625334523,-0.482625483,0.00579834,98.5292523
910,-0.45672665,0.342715232,1.617305977,-0.434362934,0.00177002,98.52640129
912,-0.428449015,0.238410596,1.570026762,-0.386100386,-0.001708984,98.52155577
914,-0.459297344,0.243377483,1.625334523,-0.482625483,-0.003051758,98.5186562
916,-0.549271637,0.206125828,1.681534344,-0.386100386,-0.002838135,98.51902089
918,-0.571550985,0.176324503,1.680642284,-0.530888031,0.00112915,98.51510547
920,-0.529562982,0.197847682,1.681534344,-0.434362934,-0.002655029,98.51864309
922,-0.564695801,0.189569536,1.700267618,-0.482625483,-0.001586914,98.5227516
924,-0.570694087,0.185430464,1.695807315,-0.530888031,0.000823975,98.52108885
926,-0.556126821,0.185430464,1.704727921,-0.386100386,0.00112915,98.52078028
928,-0.583547558,0.178807947,1.706512043,-0.434362934,0.005401611,98.51580925
930,-0.57412168,0.183774834,1.710080285,-0.579150579,0.004821777,98.51391833
932,-0.560411311,0.197847682,1.691347012,-0.434362934,0.002746582,98.51377056
934,-0.576692374,0.191225166,1.703835861,-0.482625483,0.000457764,98.51139221
936,-0.581833762,0.20115894,1.714540589,-0.482625483,0.003234863,98.51322333
938,-0.562982005,0.207781457,1.707404103,-0.386100386,0.003875732,98.51733519
940,-0.58697515,0.209437086,1.707404103,-0.482625483,0.006286621,98.5180402
942,-0.59125964,0.204470199,1.719892953,-0.386100386,0.003875732,98.51569298
944,-0.580119966,0.208609272,1.714540589,-0.579150579,0.000244141,98.5199777
946,-0.59125964,0.220198675,1.703835861,-0.482625483,6.10352E-05,98.51562015
948,-0.597257926,0.225165563,1.711864407,-0.530888031,0.001312256,98.51688316
950,-0.575835476,0.23013245,1.697591436,-0.579150579,0.001403809,98.52136595
952,-0.594687232,0.224337748,1.694023194,-0.434362934,0.004180908,98.52152988
954,-0.598971722,0.223509934,1.690454951,-0.627413127,0.004638672,98.52609692
956,-0.571550985,0.238410596,1.67528992,-0.530888031,0.003112793,98.52381713
958,-0.603256213,0.232615894,1.668153434,-0.627413127,-0.000549316,98.52408703
960,-0.606683805,0.242549669,1.671721677,-0.579150579,0.000549316,98.52819896
962,-0.596401028,0.243377483,1.6485281,-0.530888031,-0.000640869,98.52534581
964,-0.620394173,0.247516556,1.645851918,-0.530888031,0.003051758,98.52861366
966,-0.632390746,0.248344371,1.642283675,-0.579150579,0.005584717,98.52499694
968,-0.628106255,0.258278146,1.628902765,-0.530888031,0.003234863,98.52437445
970,-0.65638389,0.257450331,1.619090098,-0.579150579,-0.000640869,98.52812728
972,-0.66066838,0.262417219,1.614629795,-0.530888031,0.001586914,98.5301704
974,-0.640102828,0.274006623,1.593220339,-0.579150579,0.004058838,98.53014063
976,-0.680377035,0.285596026,1.587867975,-0.434362934,0.005584717,98.53123659
978,-0.696658098,0.275662252,1.58162355,-0.579150579,0.00112915,98.52701488
980,-0.685518423,0.293046358,1.559322034,-0.530888031,0.000244141,98.52442921
982,-0.711225364,0.294701987,1.542372881,-0.482625483,-0.001983643,98.51968705
984,-0.721508141,0.302152318,1.54058876,-0.530888031,0.000946045,98.52315182
986,-0.713796058,0.312086093,1.520963426,-0.530888031,0.00100708,98.51830044
988,-0.742073693,0.313741722,1.501338091,-0.530888031,-0.000183105,98.5188046
990,-0.762639246,0.319536424,1.494201606,-0.434362934,0.00112915,98.51500132
992,-0.76092545,0.319536424,1.45941124,-0.530888031,0.001403809,98.51588081
994,-0.782347901,0.317880795,1.429081178,-0.434362934,0.001983643,98.51710292
996,-0.810625536,0.312913907,1.404103479,-0.530888031,0.003417969,98.51957309
998,-0.81319623,0.314569536,1.367528992,-0.434362934,0.002288818,98.51767237
1000,-0.842330763,0.312086093,1.336306869,-0.482625483,0.004364014,98.52183741
1002,-0.877463582,0.29884106,1.318465656,-0.482625483,0.004180908,98.52466007
1004,-0.880034276,0.29884106,1.284567351,-0.579150579,0.000823975,98.52067054
1006,-0.905741217,0.303807947,1.237288136,-0.530888031,0.000946045,98.51848159
1008,-0.924592973,0.304635762,1.217662801,-0.530888031,0.003601074,98.52255664
1010,-0.915167095,0.304635762,1.171275647,-0.482625483,0.005340576,98.51866751
1012,-0.94344473,0.309602649,1.125780553,-0.482625483,0.0050354,98.52156571
1014,-0.971722365,0.299668874,1.090990187,-0.530888031,-0.000183105,98.5175885
1016,-0.961439589,0.306291391,1.059768064,-0.530888031,-0.002349854,98.52026794
1018,-0.980291345,0.305463576,1.006244425,-0.434362934,-0.00177002,98.5218885
1020,-1.001713796,0.298013245,0.976806423,-0.482625483,0.001312256,98.52461948
1022,-0.999143102,0.306291391,0.934879572,-0.482625483,0.002532959,98.52893929
1024,-1.023993145,0.363410596,0.884032114,-0.434362934,0.002929688,98.52570813
1026,-1.157669237,0.595198675,1.342551293,-0.530888031,0.003295898,98.52091235
1028,-1.137103685,0.756622517,1.678858162,-0.482625483,0.001525879,98.52424874
1030,-0.763496144,1.604304636,0.462979483,-0.579150579,0.000946045,98.52398068
1032,-0.167095116,1.823675497,-0.394290812,-0.627413127,0.002075195,98.52006714
1034,-0.046272494,0.419701987,-0.681534344,-0.482625483,0.00112915,98.51595768
1036,-0.510711225,-0.313741722,-0.623550401,-0.675675676,0.004272461,98.51210898
1038,-0.790059983,-0.245860927,-0.020517395,-0.482625483,-0.000366211,98.50878871
1040,-0.931448158,-0.114238411,0.370205174,-0.530888031,0.003997803,98.51351381
1042,-1.075407027,-0.004966887,0.479928635,-0.482625483,0.002746582,98.51137385
1044,-1.176520994,0.14486755,0.396966994,-0.579150579,0.004364014,98.51236409
1046,-1.192802057,0.16307947,0.339875112,-0.482625483,0.00189209,98.51588618
1048,-1.203084833,0.154801325,0.268510259,-0.482625483,0.004180908,98.51333403
1050,-1.208226221,0.132450331,0.252453167,-0.530888031,0.00100708,98.51560571
1052,-1.190231362,0.107615894,0.198929527,-0.579150579,0.002075195,98.51461362
1054,-1.16966581,0.024006623,0.092774309,-0.530888031,0.000762939,98.51271962
1056,-1.215081405,-0.015728477,0.090098127,-0.627413127,0.003875732,98.51425761
1058,-1.279348757,-0.031456954,0.093666369,-0.627413127,0.003051758,98.51317587
1060,-1.293916024,-0.04718543,0.044603033,-0.579150579,0.003601074,98.50936923
1062,-1.318766067,-0.081953642,0.011596789,-0.579150579,0.001525879,98.51415461
1064,-1.298200514,-0.075331126,-0.02676182,-0.482625483,0.002166748,98.51433713
1066,-1.298200514,-0.078642384,-0.074933095,-0.579150579,0.000366211,98.51441481
1068,-1.305055698,-0.081953642,-0.104371097,-0.482625483,0.00189209,98.51266503
1070,-1.279348757,-0.084437086,-0.14808207,-0.482625483,0.002655029,98.50963775
1072,-1.268209083,-0.090231788,-0.187332739,-0.530888031,0.003692627,98.51326668
1074,-1.263924593,-0.087748344,-0.21587868,-0.482625483,0.002471924,98.51094536
1076,-1.224507284,-0.085264901,-0.251561106,-0.530888031,0.000366211,98.51133217
1078,-1.204798629,-0.086092715,-0.291703836,-0.482625483,-0.000457764,98.51184682
1080,-1.209083119,-0.101821192,-0.305084746,-0.482625483,0.002929688,98.51647939
1082,-1.166238218,-0.101821192,-0.32471008,-0.530888031,0.004577637,98.51417515
1084,-1.151670951,-0.108443709,-0.352363961,-0.337837838,0.003875732,98.51183233
1086,-1.156812339,-0.136589404,-0.367528992,-0.579150579,0.000640869,98.50993222
1088,-1.119108826,-0.155629139,-0.377341659,-0.337837838,0.001586914,98.5105052
1090,-1.092544987,-0.176324503,-0.396966994,-0.482625483,0.002349854,98.50928709
1092,-1.089117395,-0.20281457,-0.396074933,-0.434362934,0.00112915,98.50674474
1094,-1.051413882,-0.233443709,-0.413024086,-0.482625483,0.000640869,98.50850654
1096,-1.013710368,-0.247516556,-0.449598573,-0.434362934,0.002838135,98.50611948
1098,-1.003427592,-0.26986755,-0.473684211,-0.482625483,0.003601074,98.51073434
1100,-0.946015424,-0.281456954,-0.510258698,-0.482625483,0.001525879,98.51071011
1102,-0.904884319,-0.29884106,-0.565566459,-0.530888031,0.001708984,98.50998783
1104,-0.8697515,-0.300496689,-0.601248885,-0.434362934,6.10352E-05,98.51066575
1106,-0.808054841,-0.301324503,-0.660124888,-0.627413127,0.000823975,98.51179614
1108,-0.770351328,-0.308774834,-0.670829616,-0.434362934,0.004577637,98.51486607
1110,-0.791773779,-0.329470199,-0.67528992,-0.530888031,0.00189209,98.5186739
1112,-0.747215081,-0.315397351,-0.67618198,-0.579150579,-0.000762939,98.51527369
1114,-0.706083976,-0.315397351,-0.672613738,-0.482625483,0.00112915,98.51116546
1116,-0.702656384,-0.299668874,-0.67618198,-0.627413127,0.001312256,98.5092968
1118,-0.648671808,-0.26986755,-0.67618198,-0.434362934,0.006164551,98.51037033
1120,-0.619537275,-0.25,-0.67618198,-0.579150579,0.001220703,98.50915771
1122,-0.626392459,-0.246688742,-0.677074041,-0.627413127,0.00100708,98.51341314
1124,-0.590402742,-0.222682119,-0.67618198,-0.482625483,0.00100708,98.50898328
1126,-0.568980291,-0.210264901,-0.677074041,-0.579150579,0.002746582,98.51392344
1128,-0.542416452,-0.195364238,-0.677074041,-0.530888031,0.002532959,98.51559302
1130,-0.511568123,-0.180463576,-0.677966102,-0.579150579,0.001312256,98.51676452
1132,-0.45672665,-0.159768212,-0.678858162,-0.579150579,0.00189209,98.51324337
1134,-0.450728363,-0.147350993,-0.677966102,-0.530888031,0.000457764,98.50853334
1136,-0.414738646,-0.139900662,-0.678858162,-0.530888031,0.001525879,98.50925804
1138,-0.374464439,-0.133278146,-0.678858162,-0.482625483,0.003601074,98.50455785
1140,-0.35646958,-0.129139073,-0.678858162,-0.530888031,0.00177002,98.50667319
1142,-0.317909169,-0.123344371,-0.679750223,-0.530888031,0.003997803,98.50381358
1144,-0.289631534,-0.125,-0.678858162,-0.482625483,0.001403809,98.50136545
1146,-0.283633248,-0.13410596,-0.678858162,-0.530888031,0.001586914,98.50595138
1148,-0.236503856,-0.135761589,-0.678858162,-0.530888031,0,98.50277028
1150,-0.200514139,-0.134933775,-0.678858162,-0.482625483,0.01373291,98.50575485
1152,-0.185946872,-0.148178808,-0.678858162,-0.579150579,-0.018371582,98.50115528
1154,-0.157669237,-0.15397351,-0.678858162,-0.434362934,-0.094604492,98.49924687
1156,-0.119108826,-0.159768212,-0.678858162,-0.530888031,0.156463623,98.50391779
1158,-0.101970865,-0.171357616,-0.678858162,-0.579150579,0.183746338,98.5015877
1160,-0.074550129,-0.173013245,-0.677966102,-0.434362934,-0.09954834,98.49780645
1162,-0.035132819,-0.174668874,-0.678858162,-0.579150579,-0.625305176,98.49888023
1164,-0.023136247,-0.181291391,-0.677966102,-0.434362934,0.094970703,98.50033375
1166,0.005141388,-0.195364238,-0.679750223,-0.627413127,0.749389648,98.504078
1168,0.054841474,-0.199503311,-0.677966102,-0.482625483,0.197479248,98.50805129
1170,0.06083976,-0.20281457,-0.678858162,-0.482625483,-0.331939697,98.50358307
1172,0.078834619,-0.211092715,-0.678858162,-0.579150579,-0.720581055,98.5061782
1174,0.122536418,-0.205298013,-0.677966102,-0.482625483,-0.282348633,98.50976724
1176,0.12596401,-0.212748344,-0.677074041,-0.530888031,0.402832031,98.50958447
1178,0.150814053,-0.210264901,-0.679750223,-0.530888031,0.651733398,98.50533544
1180,0.190231362,-0.208609272,-0.677074041,-0.579150579,0.330596924,98.50124265
1182,0.225364182,-0.178807947,-0.67618198,-0.482625483,0.156097412,98.49824481
1184,0.235646958,-0.144039735,-0.645851918,-0.482625483,-0.383239746,98.50102767
1186,0.293059126,-0.102649007,-0.597680642,-0.579150579,-0.584014893,98.50010047
1188,0.318766067,-0.109271523,-0.563782337,-0.530888031,-0.429901123,98.50337089
1190,0.330762639,-0.113410596,-0.606601249,-0.530888031,-0.239440918,98.49985057
1192,0.383890317,-0.081953642,-0.677074041,-0.482625483,0.26663208,98.50217971
1194,0.410454156,-0.090231788,-0.677074041,-0.579150579,0.598968506,98.49867863
1196,0.45672665,-0.105960265,-0.684210526,-0.482625483,0.597381592,98.50206293
1198,0.506426735,-0.113410596,-0.678858162,-0.579150579,0.302185059,98.5025166
1200,0.527849186,-0.176324503,-0.677074041,-0.530888031,-0.046417236,98.50712828
1202,0.577549272,-0.27897351,-0.683318466,-0.627413127,-0.47442627,98.50288324
1204,0.562125107,-0.274834437,-0.668153434,-0.530888031,-0.57989502,98.50722157
1206,0.502999143,-0.300496689,-0.623550401,-0.579150579,-0.330993652,98.50581581
1208,0.518423308,-0.332781457,-0.601248885,-0.627413127,-0.08493042,98.50148512
1210,0.550985433,-0.329470199,-0.582515611,-0.530888031,0.178985596,98.50614445
1212,0.552699229,-0.330298013,-0.562890277,-0.579150579,0.355407715,98.50763898
1214,0.565552699,-0.337748344,-0.534344335,-0.530888031,0.245849609,98.50684515
1216,0.600685518,-0.337748344,-0.536128457,-0.530888031,0.103637695,98.50780956
1218,0.604113111,-0.33692053,-0.516503122,-0.482625483,-0.037078857,98.50628044
1220,0.59982862,-0.358443709,-0.50044603,-0.482625483,-0.113464355,98.50345671
1222,0.645244216,-0.348509934,-0.494201606,-0.482625483,-0.096679688,98.49883512
1224,0.652956298,-0.363410596,-0.481712756,-0.530888031,-0.031158447,98.49536937
1226,0.654670094,-0.377483444,-0.455842997,-0.579150579,0.022674561,98.4941032
1228,0.686375321,-0.376655629,-0.435325602,-0.482625483,0.030578613,98.49787135
1230,0.686375321,-0.384933775,-0.41926851,-0.530888031,0.003417969,98.49728283
1232,0.70865467,-0.383278146,-0.395182872,-0.530888031,-0.032989502,98.49866053
1234,0.735218509,-0.38410596,-0.380017841,-0.482625483,-0.041748047,98.49753859
1236,0.740359897,-0.393211921,-0.362176628,-0.530888031,-0.024871826,98.50091055
1238,0.738646101,-0.407284768,-0.329170384,-0.482625483,0.003051758,98.50357373
1240,0.774635818,-0.404801325,-0.327386262,-0.530888031,0.019439697,98.49982957
1242,0.777206512,-0.413907285,-0.304192685,-0.482625483,0.021362305,98.49575618
1244,0.778920308,-0.424668874,-0.284567351,-0.482625483,0.013977051,98.49735936
1246,0.807197943,-0.417218543,-0.27029438,-0.530888031,0.007507324,98.49613607
1248,0.820908312,-0.419701987,-0.249776985,-0.482625483,0.008575439,98.49221399
1250,0.824335904,-0.419701987,-0.217662801,-0.530888031,0.012390137,98.4934521
1252,0.844901457,-0.426324503,-0.194469224,-0.530888031,0.010925293,98.49466811
1254,0.857754927,-0.423013245,-0.197145406,-0.434362934,0.005218506,98.49878438
1256,0.860325621,-0.435430464,-0.171275647,-0.434362934,-0.00112915,98.4998457
1258,0.889460154,-0.426324503,-0.163247101,-0.482625483,-0.0050354,98.49969915
1260,0.892887746,-0.430463576,-0.153434434,-0.434362934,-0.003295898,98.50046656
1262,0.885175664,-0.435430464,-0.133809099,-0.530888031,-0.002075195,98.50528758
1264,0.904027421,-0.432119205,-0.126672614,-0.530888031,-0.001403809,98.50547326
1266,0.911739503,-0.432119205,-0.115967886,-0.530888031,-0.001312256,98.50396028
1268,0.897172237,-0.444536424,-0.101694915,-0.530888031,-0.00177002,98.50878902
1270,0.925449871,-0.442880795,-0.084745763,-0.530888031,0.000457764,98.51370912
1272,0.910882605,-0.450331126,-0.065120428,-0.482625483,0.00189209,98.5176707
1274,0.899742931,-0.453642384,-0.048171276,-0.627413127,0.003112793,98.5200865
1276,0.925449871,-0.456125828,-0.034790366,-0.482625483,0.003417969,98.52173387
1278,0.921165381,-0.461092715,-0.028545941,-0.530888031,0.00177002,98.52406749
1280,0.916880891,-0.469370861,-0.008028546,-0.530888031,0.002929688,98.52342666
1282,0.940017138,-0.485927152,0.009812667,-0.530888031,0.003875732,98.52242298
1284,0.946015424,-0.474337748,0.010704728,-0.530888031,0.004058838,98.51960189
1286,0.928020566,-0.463576159,0.02765388,-0.482625483,0.003417969,98.52341819
1288,0.854327335,-0.259933775,0.377341659,-0.627413127,0.002746582,98.52783889
1290,0.811482434,-0.130794702,1.029438002,-0.530888031,-0.001586914,98.53232844
1292,1.1302485,0.532284768,0.073148974,-0.482625483,0.00100708,98.52839286
1294,1.629820051,1.205298013,-0.695807315,-0.579150579,0.00189209,98.52397262
1296,1.680377035,-0.237582781,-0.68956289,-0.482625483,0.003875732,98.52060986
1298,1.546700943,-1.069536424,-0.723461195,-0.627413127,0.002349854,98.5208846
1300,1.286203942,-1.07615894,-0.697591436,-0.530888031,0.000457764,98.51658208
1302,1.103684662,-1.051324503,-0.303300624,-0.482625483,-0.000457764,98.51168353
1304,0.970865467,-1.020695364,-0.072256913,-0.627413127,0.00189209,98.50760033
1306,0.907455013,-0.849337748,0.052631579,-0.434362934,0.000946045,98.50867468
1308,0.856041131,-0.821192053,0.111507583,-0.482625483,0.002532959,98.50423554
1310,0.827763496,-0.809602649,0.152542373,-0.627413127,0.001220703,98.50581654
1312,0.832904884,-0.810430464,0.165923283,-0.530888031,0.002471924,98.50657474
1314,0.839760069,-0.814569536,0.173059768,-0.530888031,0.002532959,98.5023131
1316,0.819194516,-0.820364238,0.181088314,-0.482625483,0.002288818,98.49972879
1318,0.838903171,-0.831953642,0.18911686,-0.482625483,0.003234863,98.49824074
1320,0.851756641,-0.821192053,0.180196253,-0.434362934,0.003234863,98.49450813
1322,0.841473865,-0.819536424,0.191793042,-0.530888031,0.003051758,98.49690221
1324,0.861182519,-0.81705298,0.188224799,-0.434362934,0.00189209,98.49635901
1326,0.880891174,-0.802152318,0.181088314,-0.482625483,0.000549316,98.49153513
1328,0.868037704,-0.77897351,0.22925959,-0.434362934,0.001220703,98.49335221
1330,0.907455013,-0.721854305,0.318465656,-0.482625483,-0.000244141,98.49716054
1332,0.929734362,-0.683774834,0.371097235,-0.434362934,0.003875732,98.49355875
1334,0.923736075,-0.694536424,0.402319358,-0.482625483,0.004272461,98.49666729
1336,0.941730934,-0.676324503,0.354148082,-0.530888031,0.002655029,98.49419588
1338,0.976006855,-0.648178808,0.20249777,-0.482625483,0.00112915,98.48943974
1340,0.967437875,-0.637417219,0.186440678,-0.482625483,0.003875732,98.48974698
1342,1.002570694,-0.626655629,0.198929527,-0.434362934,0.003997803,98.49409552
1344,1.027420737,-0.647350993,0.228367529,-0.627413127,0.002929688,98.49678881
1346,1.020565553,-0.713576159,0.246208742,-0.482625483,0.00177002,98.49583633
1348,1.055698372,-0.814569536,0.247100803,-0.579150579,0.001312256,98.49801444
1350,1.010282776,-0.825331126,0.349687779,-0.434362934,0.001586914,98.49782767
1352,0.928020566,-0.899834437,0.423728814,-0.627413127,0.001708984,98.49723943
1354,0.936589546,-0.93294702,0.466547725,-0.627413127,0.003875732,98.50166303
1356,0.940017138,-0.955298013,0.506690455,-0.434362934,0.005218506,98.50245082
1358,0.914310197,-0.991721854,0.543264942,-0.579150579,0.002532959,98.50528691
1360,0.937446444,-1.011589404,0.536128457,-0.530888031,-0.002349854,98.50743499
